nomem_encr;nohouse_encr;wave;geslacht;gender;positie;gebjaar;leeftijd;lftdcat;lftdhhh;aantalhh;aantalki;partner;burgstat;woonvorm;woning;sted;belbezig;brutoink;brutoink_f;nettoink;netinc;nettoink_f;brutocat;nettocat;brutohh_f;nettohh_f;oplzon;oplmet;oplcat;doetmee;werving;herkomstgroep;simpc
805657;585900;202207;1;999;1;1962;59;6;59;3;1;1;5;3;1;4;1;5200;5200;3200;3200;3200;11;7;9150;6030;4;4;4;1;2;0;0
805670;541833;202207;2;999;1;1939;82;7;82;1;0;0;4;1;2;3;9;1450;1450;1230;1230;1230;3;3;1450;1230;5;5;5;1;3;0;0
805671;598572;202207;2;999;6;1991;30;3;38;9;0;0;5;5;4;4;3;-13; ;-13;-13; ;13;13; ; ;6;6;6;0;99; ;0
805673;524993;202207;2;999;5;2004;18;2;48;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;5350;4090;1;1;1;1;2;0;0
805685;542562;202207;2;999;3;1980;42;4;45;4;2;1;5;3;1;3;1;4041;4041;2822;2822;2822;9;6;7841;5422;5;5;5;1;2;0;0
805687;590190;202207;2;2;2;1964;58;6;64;3;1;1;1;3;1;4;1;-13;621,8758122;500;500;500;13;1;5529,777988;3850;2;2;2;1;10;0;0
805706;585864;202207;2;999;2;1940;82;7;81;2;0;1;1;2;2;4;9;1000;1000;750;-13;750;2;2;2850;2500;2;2;2;0;3; ;0
805708;522948;202207;1;999;5;1999;23;2;52;4;2;1;5;3;1;4;7;200;200;200;200;200;1;1;8800;5300;5;5;5;0;10; ;0
805709;584817;202207;2;999;2;1959;62;6;57;3;1;1;1;3;1;2;8;0;0;0;0;0;0;0; ; ;5;5;5;1;2;0;0
805719;550583;202207;1;999;1;1955;67;7;67;3;1;1;1;3;1;2;9;-13;2185,646544;1750;-13;1750;13;4; ; ;5;5;5;0;10; ;0
805738;584720;202207;2;999;2;1955;67;7;69;2;0;1;1;2;1;2;9;-13;2502,639863;2000;2000;2000;13;4;6241,061056;4800;5;5;5;0;10; ;0
805749;521228;202207;1;999;1;1950;71;7;71;2;0;1;1;2;1;5;9;8500;8500;5500;5500;5500;12;11;10300;7000;3;3;3;1;2;0;0
805751;557047;202207;2;999;1;1985;36;4;36;1;0;0;5;1;1;3;1;5774;5774;3696;3696;3696;11;8;5774;3696;6;6;6;1;9;0;0
805752;513861;202207;1;999;2;1987;35;4;35;3;1;1;1;3;1;5;1;2500;2500;2200;2200;2200;5;5;4700;4100;4;4;4;1;8;0;0
805761;529754;202207;1;999;1;1960;62;6;62;2;0;1;5;2;1;2;4;3185;3185;2150;2150;2150;7;5;4335;3200;5;4;4;1;2;0;0
805764;544448;202207;2;999;5;1994;28;3;50;5;3;1;1;3;2;3;1;-13;0;0;0;0;13;0; ; ;4;4;4;0;2;202;0
805792;537680;202207;2;999;5;2015;6;1;37;4;2;1;5;3;1;3;7;0;0;0;0;0;0;0;4800;3400;1;8;1;1;99; ;0
805804;557299;202207;2;999;2;1979;43;4;48;4;2;1;1;3;1;5;8;1500;1500;1395;1395;1395;3;3;5750;4280;4;4;4;1;8;0;0
805816;546096;202207;2;999;2;1954;68;7;70;2;0;1;1;2;1;4;8;206;206; ;-13;203,8341071;1; ; ; ;2;2;2;1;2;0;0
805819;518295;202207;2;999;1;1984;37;4;37;1;0;0;1;1;1;3;1;1900;1900;1630;1630;1630;4;4;1900;1630;4;4;4;1;99;0;0
805841;539916;202207;1;999;5;2004;17;2;60;5;3;1;5;3;1;1;7;0;0;0;0;0;0;0;4447,313037;2800;2;8;1;0;6;0;0
805845;504323;202207;2;999;2;1969;52;5;54;5;3;1;1;3;1;3;1;-13;5119,37279;3200;3200;3200;13;7;13434,54248;8170;6;5;5;1;9;0;0
805848;590150;202207;1;999;1;1960;61;6;61;2;0;1;1;2;1;1;1;3200;3200;2600;2600;2600;7;6;3200;2600;2;2;2;1;9;0;0
805858;596168;202207;2;999;1;1963;58;6;58;1;0;0;1;1;2;2;1;1520;1520;1300;1300;1300;4;3;1520;1300;2;2;2;1;9;102;0
805859;512576;202207;1;999;1;1955;66;7;66;2;0;1;1;2;1;4;1;-13;3029,798749;2280;2280;2280;13;5;4582,242365;3560;5;7;1;0;2;0;0
805886;597241;202207;2;999;1;1994;28;3;28;1;0;0;5;1;2;2;1;2836;2836;2250;2250;2250;6;5;2836;2250;6;6;6;1;7;0;0
805895;514483;202207;1;999;1;1949;73;7;73;1;0;0;5;1;2;2;9;2985;2985;2657;2657;2657;6;6;2985;2657;5;5;5;1;8;0;0
805908;512295;202207;2;999;3;1972;49;5;36;3;1;1;5;3;1;4;1;-13;2619,935086;1800;1800;1800;13;4;7319,829641;4800;2;2;2;1;8;0;0
805930;538240;202207;1;999;5;2017;5;1;37;3;2;0;5;4;1;5;7;-13;0;0;0;0;13;0;4500;2900;1;8;1;1;10; ;0
805938;501699;202207;1;999;5;2004;17;2;48;5;3;1;5;3;1;4;7;0;0;0;0;0;0;0;5600;3500;4;2;2;0;7;0;0
805941;579598;202207;2;999;3;1983;38;4;42;6;4;1;5;3;1;4;1;2000;2000;1650;1650;1650;4;4;9500;5800;5;5;5;0;6; ;0
805944;523394;202207;1;999;5;2007;15;2;44;7;5;1;5;3;1;2;7;30;30;30;30;30;1;1;6009;3749;2;8;1;1;8; ;0
805950;529492;202207;1;999;1;1954;67;7;67;2;0;1;1;2;2;3;9;2357;2357;1347;1347;1347;5;3;3664,909509;2347;2;2;2;1;8;0;0
805962;514234;202207;1;999;1;1980;41;4;41;4;2;1;1;3;1;5;2;-13; ;-13;-13; ;13;13; ; ;5;5;5;0;10; ;0
805965;582027;202207;1;999;5;2021;1;1;33;5;3;1;5;3;1;3;14;0;0;0;0;0;0;0;6400;4830;9;9; ;1;9; ;0
805971;569185;202207;1;999;1;1950;72;7;72;2;0;1;1;2;1;2;9;3000;3000;2400;2400;2400;6;5;4200;3400;5;5;5;1;9;0;0
805978;593276;202207;1;999;1;1972;49;5;49;4;2;1;3;3;1;5;1;-13;2492,947224;1700;1700;1700;13;4;4537,615188;3150;7;7;1;0;2; ;0
805982;580923;202207;2;2;3;1997;24;2;24;2;0;1;5;2;2;5;3;500;500;480;480;480;1;1;2967;2553;5;5;5;1;10;0;0
805992;588045;202207;1;999;1;1958;63;6;63;2;0;1;1;2;2;3;1;3750;3750;2300;2300;2300;8;5;5741;4000;4;4;4;0;10; ;0
805994;565812;202207;1;999;5;1996;26;3;60;2;1;0;5;4;1;2;1;-13;4285,122655;2750;-13;2750;13;6;10285,12265;6150;4;4;4;0;9; ;0
805998;555011;202207;1;1;1;1957;64;6;64;2;0;1;1;2;2;3;3;1000;1000;750;-13;750;2;2;3998;2750;2;2;2;1;10;0;0
806008;593572;202207;1;999;1;1951;70;7;70;2;0;1;1;2;1;4;9;-13;1690,319137;1393;1393;1393;13;3;3154,654334;2636;2;2;2;1;2;0;0
806016;589038;202207;2;999;5;2020;1;1;34;3;1;1;5;3;1;3;14;0;0;0;0;0;0;0;6642,605072;4757;9;9; ;1;10; ;0
806033;578713;202207;2;999;2;1942;80;7;80;2;0;1;1;2;2;3;9;-13;2150,835303;1750;1750;1750;13;4;3581,569071;2950;2;2;2;1;2;0;0
806041;525715;202207;2;999;5;1995;26;3;58;5;3;1;5;3;1;3;1;1900;1900;1750;-13;1750;4;4;9250;7900;4;4;4;1;9;202;0
806045;577160;202207;2;999;3;1989;33;3;34;2;0;1;5;2;1;3;1;3050;3050;2325;2325;2325;7;5;9300;6325;6;5;5;1;99;0;0
806063;555355;202207;1;999;5;2003;19;2;55;3;2;0;5;4;1;5;1;-13;972,6591564;750;-13;750;13;2;3143,659156;2600;5;3;3;1;2;0;0
806067;526449;202207;1;1;1;1980;41;4;41;4;2;1;5;3;1;4;1;7200;7200;5000;5000;5000;11;10;10200;7000;5;5;5;1;10;0;0
806072;549499;202207;2;999;2;1951;70;7;71;2;0;1;1;2;1;5;9;980;980;851;851;851;2;2;5190;3861;4;4;4;0;2;0;0
806079;581265;202207;2;999;2;1965;57;6;57;2;0;1;1;2;1;5;1;4886;4886;2999;2999;2999;10;6;11433;6910;6;5;5;1;7;0;0
806092;525642;202207;2;999;1;1959;63;6;63;2;0;1;1;2;1;2;9;4000;4000;3000;3000;3000;8;6;14000;10500;5;5;5;0;10; ;0
806097;520333;202207;2;999;5;2003;19;2;37;4;2;1;5;3;1;4;1;-13;780,7002681;615;615;615;13;2;5718,854572;4218;4;2;2;0;1;0;0
806115;519262;202207;2;999;3;1958;63;6;64;2;0;1;5;2;1;4;1;4700;4700;2500;2500;2500;10;5;7700;4500;5;5;5;0;2; ;0
806124;537625;202207;2;999;5;2002;19;2;51;5;3;1;5;3;1;5;1;600;600;400;400;400;2;1;7037;5201;3;3;3;1;2;0;0
806133;530208;202207;1;999;1;1948;74;7;74;2;0;1;1;2;1;4;9;1400;1400;1200;1200;1200;3;3;2600;2300;2;2;2;1;9;0;0
806152;562826;202207;2;999;2;1981;41;4;47;4;2;1;1;3;1;4;1;4300;4300;2800;2800;2800;9;6;9300;6400;6;6;6;1;7;202;0
806155;596823;202207;2;999;2;1965;57;6;57;2;0;1;1;2;1;4;1;7500;7500;4000;4000;4000;11;8;15000;8000;6;6;6;1;6;0;0
806158;542474;202207;2;999;1;1944;78;7;78;2;0;1;1;2;1;5;9;1350;1350;1200;1200;1200;3;3;2150;2000;2;2;2;1;2;0;0
806170;521166;202207;2;999;5;2002;20;2;54;4;2;1;5;3;1;2;13;0;0;0;0;0;0;0;8800;5000;3;1;1;0;7; ;0
806179;572177;202207;1;999;5;2011;10;1;48;5;3;1;5;3;1;3;7;0;0;0;0;0;0;0;8598,074364;5950;1;8;1;1;6; ;0
806181;590149;202207;2;2;1;1980;42;4;42;1;0;0;3;1;1;1;1;1700;1700;1500;1500;1500;4;3;1700;1500;6;6;6;1;10;101;0
806191;537627;202207;2;2;2;1976;46;5;55;5;3;1;1;3;1;2;1;-13;1726,804868;1250;-13;1250;13;3; ; ;5;5;5;1;10;102;0
806196;550877;202207;1;999;5;1999;22;2;54;3;1;1;5;3;1;3;1;3000;3000;2500;2500;2500;6;5;11600;7300;4;4;4;0;10; ;0
806197;598475;202207;1;1;1;1958;64;6;64;2;0;1;1;2;1;2;1;4500;4500;3750;-13;3750;9;8;7000;5750;5;5;5;1;10;0;0
806198;522421;202207;1;999;1;1981;41;4;41;5;3;1;5;3;1;3;1;-13;3714,687778;2400;2400;2400;13;5;4774,636325;3229;2;2;2;1;8;0;0
806200;549399;202207;2;999;1;1958;64;6;64;1;0;0;3;1;2;5;12;-13;1329,078007;1000;1000;1000;13;2;1329,078007;1000;5;5;5;1;9;0;0
806203;594552;202207;1;999;5;2011;10;1;42;6;4;1;5;3;1;3;14;0;0;0;0;0;0;0;7677;4812;1;8;1;1;10; ;0
806205;538712;202207;2;2;3;1989;32;3;32;4;2;1;5;3;1;5;1;4400;4400;3300;3300;3300;9;7;9600;6200;5;5;5;1;10;0;0
806210;539169;202207;2;999;5;1997;24;2;59;3;2;0;5;4;1;5;7;0;0;0;0;0;0;0;2100;2100;1;1;1;1;2;0;0
806226;512379;202207;1;999;5;2016;6;1;32;5;3;1;5;3;1;5;7;0;0;0;0;0;0;0;5800;5100;1;8;1;1;9; ;0
806237;585485;202207;2;999;2;1940;81;7;84;2;0;1;1;2;2;3;9;882;882;833;833;833;2;2;4152;3553;2;2;2;1;2;0;0
806248;562009;202207;2;999;3;1983;39;4;42;3;1;1;5;3;1;2;1;-13;972,6591564;750;-13;750;13;2;3550,073367;2500;5;4;4;1;9;0;0
806250;578887;202207;2;999;2;1979;43;4;45;5;3;1;1;3;1;4;1;2000;2000;1400;1400;1400;4;3;6700;4500;4;4;4;1;2;0;0
806256;521847;202207;1;999;1;1960;61;6;61;2;0;1;1;2;1;3;1;4640;4640;3100;3100;3100;10;7;6210;4260;5;5;5;1;2;0;0
806265;573492;202207;2;999;5;1999;23;2;57;4;2;1;5;3;1;3;7;-13;0;0;0;0;13;0;9846,363206;5664;5;4;4;1;2; ;0
806287;561350;202207;2;2;1;1945;76;7;76;1;0;0;4;1;1;4;9;-13; ;-13;-13; ;13;13; ; ;7;7;1;1;10;0;0
806294;577835;202207;1;1;1;1972;50;5;50;1;0;0;3;1;2;3;4;1390;1390;1120;1120;1120;3;3;1390;1120;6;5;5;1;10;0;0
806307;585437;202207;1;999;1;1951;70;7;70;2;0;1;1;2;1;5;9;-13;7348,110924;5000;5000;5000;13;10;8371,712556;5900;6;6;6;1;2;0;0
806326;553903;202207;2;999;1;1990;32;3;32;2;0;1;5;2;1;4;1;4602;4602;3111;3111;3111;10;7;9815,690846;6361;6;6;6;1;99;0;0
806345;544192;202207;1;999;1;1966;56;6;56;3;1;1;1;3;1;5;1;10000;10000;5000;5000;5000;12;10;11000;5750;5;5;5;0;10; ;0
806376;592940;202207;1;999;5;2005;17;2;50;4;2;1;5;3;2;1;7;0;0;0;0;0;0;0;5000;4050;2;2;2;0;10; ;0
806385;534481;202207;2;999;5;2009;12;1;47;4;3;0;5;4;1;5;7;0;0;0;0;0;0;0;6700;4200;1;8;1;1;9; ;0
806411;587948;202207;2;999;2;1984;37;4;45;4;2;1;1;3;2;5;8;400;400;250;-13;250;1;1;4400;3250;4;4;4;1;8;0;0
806414;559841;202207;1;999;1;1972;49;5;49;1;0;0;5;1;1;2;1;2830;2830;2128;2128;2128;6;5;2830;2128;5;4;4;1;3;0;0
806418;589526;202207;1;999;1;1964;58;6;58;3;2;0;3;4;1;4;1;4200;4200;2800;2800;2800;9;6;4200;2800;5;5;5;1;9;201;0
806454;525500;202207;1;999;1;1948;74;7;74;2;0;1;1;2;1;5;9;7500;7500;4200;4200;4200;11;9;8399,308248;5000;6;6;6;1;2;0;0
806458;563767;202207;1;999;3;1987;35;4;34;7;5;1;5;3;2;4;1;2600;2600;2250;2250;2250;6;5;4100;3520;1;1;1;1;9;0;0
806460;566207;202207;2;999;2;1987;35;4;39;5;3;1;1;3;1;4;1;4103;4103;2752;2752;2752;9;6;8329;5578;5;5;5;1;99;0;0
806462;599866;202207;2;999;5;2005;17;2;43;3;2;0;5;4;2;3;7;0;0;0;0;0;0;0;3000;2400;3;1;1;0;10; ;0
806467;589838;202207;1;999;1;1976;45;5;45;4;2;1;1;3;1;3;1;-13;4354,477309;2750;-13;2750;13;6; ; ;2;2;2;0;10; ;0
806491;514300;202207;1;999;5;2011;10;1;43;5;3;1;5;3;1;3;7;0;0;0;0;0;0;0;6850;4500;1;8;1;1;3; ;0
806496;558913;202207;1;999;1;1935;87;7;87;2;0;1;1;2;2;4;9;-13;1497,393186;1250;-13;1250;13;3;2335,339456;2000;1;1;1;0;10; ;0
806508;562530;202207;2;999;5;2018;3;1;34;5;3;1;5;3;1;1;14;0;0;0;0;0;0;0;8500;5600;9;9; ;1;7; ;0
806509;549050;202207;2;999;5;2000;22;2;52;6;4;1;5;3;1;2;1;-13;972,6591564;750;-13;750;13;2;17223,30551;10500;2;2;2;0;8; ;0
806527;567617;202207;1;999;5;2014;7;1;39;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;5700;4200;9;9; ;1;8; ;0
806538;504175;202207;1;999;5;2012;9;1;42;2;1;0;5;4;1;2;7;0;0;0;0;0;0;0;4350;2750;1;8;1;1;9; ;0
806542;566749;202207;2;999;3;1995;27;3;29;2;0;1;5;2;1;2;1;2965;2965;2400;2400;2400;6;5;6165;5150;5;5;5;1;99; ;0
806555;569042;202207;2;999;5;2003;18;2;53;4;2;1;5;3;1;4;7;-13;286,9920401;250;-13;250;13;1;7773,98408;4400;3;3;3;0;2; ;0
806579;524002;202207;2;999;9;1938;83;7;85;2;0;0;1;5;1;3;9;1210;1210;1056;1056;1056;3;3;6904;4877;5;5;5;0;6;0;0
806589;586593;202207;1;1;2;1967;55;6;52;4;2;1;1;3;1;5;2;11000;11000;6250;-13;6250;12;11;17930,48672;11000;5;5;5;1;10;0;0
806594;541262;202207;1;999;5;1993;29;3;59;4;2;1;5;3;1;4;1;-13;3391,22695;2250;-13;2250;13;5;9841,22695;7050;3;3;3;0;2;0;0
806598;598228;202207;2;2;1;1979;43;4;43;1;0;0;5;1;1;3;1;4205;4205;2697;2697;2697;9;6;4205;2697;5;5;5;1;10;0;0
806606;525106;202207;1;1;5;2000;21;2;52;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0; ; ;6;3;3;1;10;101;0
806623;528935;202207;2;2;2;1951;71;7;69;2;0;1;1;2;1;5;9;-13;3081,683886;2400;2400;2400;13;5;5196,845135;4100;2;7;1;1;10;0;0
806638;555553;202207;2;999;5;2015;6;1;49;4;2;1;5;3;1;4;14;0;0;0;0;0;0;0;5000;4000;1;8;1;1;10; ;0
806647;555011;202207;2;2;2;1959;62;6;64;2;0;1;1;2;2;3;1;2998;2998;2000;2000;2000;6;4;3998;2750;2;2;2;1;10;0;0
806652;522534;202207;1;999;1;1947;74;7;74;2;0;1;1;2;2;3;9;-13; ;-14;-13; ;13;14; ; ;2;2;2;1;2;0;0
806655;525772;202207;1;999;2;1973;49;5;46;2;0;1;1;2;1;5;1;4300;4300;2730;2730;2730;9;6;9598,074364;5980;6;6;6;1;99;0;0
806658;545437;202207;2;999;2;1954;67;7;72;2;0;1;1;2;1;1;9;-13;3229,34876;2500;2500;2500;13;5;5066,142663;4000;6;5;5;1;3;0;0
806668;550009;202207;2;999;2;1950;71;7;66;2;0;1;1;2;1;5;9;-13;961,1991606;850;850;850;13;2;6206,166012;4600;4;4;4;1;2;0;0
806680;517922;202207;1;999;5;2012;9;1;33;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;4851,491156;3300;9;9; ;1;7; ;0
806683;570983;202207;1;999;1;1966;56;6;56;5;3;1;1;3;1;4;1;4650;4650;3200;3200;3200;10;7;11350;8850;5;5;5;1;2;0;0
806689;564447;202207;2;999;2;1964;57;6;57;3;1;1;1;3;1;4;3;900;900;675;675;675;2;2;8165;5575;2;2;2;1;2;0;0
806699;514203;202207;2;2;2;1956;65;7;71;2;0;1;1;2;1;2;9;-13;1036,142088;910;910;910;13;2;5218,879533;3996;2;2;2;1;10;0;0
806707;593542;202207;1;999;1;1951;71;7;71;2;0;1;1;2;1;3;9;5188;5188;4175;4175;4175;11;9;6122;5026;6;6;6;1;2;0;0
806719;526232;202207;2;999;1;1989;33;3;33;1;0;0;5;1;4;5;3;-13;1710,283453;1250;-13;1250;13;3;1710,283453;1250;4;4;4;1;2;0;0
806729;504763;202207;2;999;5;1997;25;3;52;5;3;1;5;3;1;2;7;0;0;0;0;0;0;0;6575;4305;5;3;3;1;3;0;0
806732;567541;202207;2;999;2;1934;87;7;90;2;0;1;1;2;1;2;9;789;789;740;740;740;2;2;2989;2405;2;2;2;1;2;0;0
806738;587045;202207;1;999;5;2004;18;2;50;5;3;1;5;3;1;4;7;600;600;450;450;450;2;1;7170;5000;2;2;2;0;2; ;0
806765;539431;202207;2;999;2;1946;75;7;81;2;0;1;1;2;2;3;9;-13;258,92127;250;-13;250;13;1;3167,566025;2500;2;2;2;1;2;0;0
806772;535953;202207;1;999;1;1939;83;7;83;1;0;0;4;1;1;4;9;3700;3700;3200;3200;3200;8;7;3700;3200;5;5;5;1;9;0;0
806774;521578;202207;1;999;1;1946;75;7;75;2;0;1;1;2;1;2;12;2830;2830;2280;2280;2280;6;5;4700;3788;6;6;6;1;2;0;0
806777;560821;202207;2;999;1;1990;32;3;32;1;0;0;5;1;2;2;7;1300;1300;1250;-13;1250;3;3;1300;1250;5;3;3;1;7;202;0
806789;503859;202207;1;999;5;1993;28;3;58;3;1;1;5;3;1;4;7;-13;0;0;0;0;13;0;10091;6096;6;3;3;0;10; ;0
806790;593945;202207;2;999;2;1964;58;6;63;2;0;1;1;2;1;3;8;0;0;0;0;0;0;0;3400;2360;2;2;2;1;6;0;0
806803;502311;202207;1;999;3;1973;49;5;48;4;2;1;3;3;1;5;1;3800;3800;2800;2800;2800;8;6;8900;5900;2;2;2;1;9;201;0
806811;551666;202207;1;999;1;1946;75;7;75;2;0;1;1;2;1;5;9;2500;2500;1647;1647;1647;5;4;3700;2647;4;4;4;1;1;0;0
806814;549563;202207;2;999;2;1953;68;7;74;2;0;1;1;2;1;3;9;-13;1149,878731;1000;1000;1000;13;2;2318,368234;2000;4;4;4;1;2;0;0
806823;575814;202207;1;999;1;1970;52;5;52;2;0;1;1;2;1;2;1;2500;2500;2000;2000;2000;5;4;3800;3000;4;4;4;1;99;0;0
806829;529690;202207;2;999;2;1947;75;7;79;2;0;1;1;2;1;5;8;915;915;865;865;865;2;2;6241;5052;2;2;2;0;2; ;0
806838;539886;202207;2;999;5;2006;15;2;55;5;3;1;5;3;1;3;7;0;0;0;0;0;0;0;6870,969393;4950;2;1;1;1;7; ;0
806847;512641;202207;1;999;5;2005;16;2;48;5;3;1;5;3;1;3;7;0;0;0;0;0;0;0;13300;8864;3;1;1;0;10; ;0
806848;537625;202207;2;999;5;2006;15;2;51;5;3;1;5;3;1;5;7;60;60;40;40;40;1;1;7037;5201;3;1;1;1;2; ;0
806870;594906;202207;2;999;5;2021;0;1;36;3;1;1;5;3;1;3;14;0;0;0;0;0;0;0;5878,144566;3950;9;9; ;1;10; ;0
806890;587045;202207;2;999;2;1972;49;5;50;5;3;1;1;3;1;4;1;2400;2400;1800;1800;1800;5;4;7170;5000;4;4;4;0;2;0;0
806900;552291;202207;2;999;6;1985;37;4;48;2;0;0;3;5;1;2;1;-13; ;-13;-13; ;13;13; ; ;4;4;4;1;6;0;0
806907;572924;202207;2;999;5;2004;17;2;52;4;2;1;5;3;1;4;7;-13;286,9920401;250;-13;250;13;1;5237,339553;3610;3;1;1;0;8; ;0
806929;561840;202207;2;999;2;1968;53;5;56;2;0;1;1;2;1;3;1;-13;2958,582781;2000;2000;2000;13;4;8160,812552;5200;4;4;4;0;10; ;0
806932;539252;202207;1;999;5;2005;16;2;53;4;2;1;5;3;1;4;7;0;0;0;0;0;0;0;24479,30792;12900;3;1;1;0;10; ;0
806939;575796;202207;2;999;3;1970;51;5;54;2;0;1;2;2;2;1;10;0;0;0;0;0;0;0;1590;1194;3;2;2;1;7;102;0
806940;500343;202207;1;1;1;1983;39;4;39;3;1;1;1;3;1;4;1;-13;3181,097308;2100;2100;2100;13;5;6836,620491;4500;4;4;4;1;10;0;0
806976;562945;202207;2;999;3;1964;58;6;62;2;0;1;5;2;1;3;1;-13;2125,415916;1500;1500;1500;13;3;4725,415916;3650;2;2;2;0;8; ;0
806979;568725;202207;1;999;5;2005;16;2;51;4;3;0;5;4;1;4;7;0;0;0;0;0;0;0;2771;2080;2;2;2;0;2; ;0
806985;531265;202207;2;999;2;1975;47;5;56;2;0;1;1;2;1;4;1;2000;2000;1800;1800;1800;4;4;4600;4100;4;4;4;1;2;101;0
807000;570986;202207;2;999;1;1956;65;7;65;1;0;0;5;1;1;2;9;-13; ;-14;-13; ;13;14; ; ;3;3;3;1;2;0;0
807020;584428;202207;2;999;2;1964;58;6;72;3;1;1;1;3;1;4;1;3500;3500;2100;2100;2100;7;5;11300;7350;5;5;5;0;10; ;0
807022;529022;202207;2;999;2;1974;47;5;50;6;3;1;1;3;1;2;8;1000;1000;900;900;900;2;2;9250,788948;5650;5;5;5;1;2;0;0
807023;542558;202207;1;1;1;1940;81;7;81;2;0;1;1;2;1;1;9;2650;2650;2270;2270;2270;6;5;3625;3180;5;5;5;1;10;0;0
807054;594920;202207;2;999;1;1982;40;4;40;1;0;0;5;1;2;5;1;1705;1705;1616;1616;1616;4;4;1705;1616;4;4;4;0;9;0;0
807055;585403;202207;1;999;9;1942;79;7;76;2;0;0;4;5;1;4;9;-13;5974,225173;4250;-13;4250;13;9;11219,19202;8000;7;7;1;0;3; ;0
807058;593295;202207;1;999;1;1979;42;4;42;2;0;1;1;2;1;4;1;-13;3446,113913;2250;-13;2250;13;5;5982,477119;4000;2;1;1;0;1;0;0
807061;517086;202207;2;999;2;1952;69;7;69;2;0;1;1;2;1;5;9;1055;1055;955;955;955;3;2;2858;2474;2;2;2;1;2;0;0
807068;528816;202207;2;2;2;1964;58;6;62;3;1;1;1;3;1;1;1;3200;3200;2100;2100;2100;7;5;9600;6208;5;5;5;0;10;0;0
807112;576715;202207;1;999;2;1964;57;6;56;4;2;1;1;3;1;4;1;-13;2958,582781;2000;2000;2000;13;4;8884,938026;6377;2;2;2;0;10; ;0
807115;545916;202207;1;1;1;1985;37;4;37;4;2;1;5;3;1;5;1;6500;6500;3500;3500;3500;11;7;10165;6150;5;5;5;1;10;0;0
807135;557378;202207;2;999;1;1995;26;3;26;1;0;0;5;1;9;1;1;0;0;0;0;0;0;0;0;0;5;3;3;1;99;0;0
807137;516998;202207;2;2;2;1972;49;5;61;4;2;1;1;3;1;5;1;6000;6000;3900;3900;3900;11;8; ; ;6;6;6;1;10;0;0
807144;500296;202207;1;999;5;2004;18;2;47;6;4;1;5;3;1;5;7;0;0;0;0;0;0;0; ; ;2;8;1;1;6;102;0
807165;553735;202207;1;999;1;1966;55;6;55;1;0;0;5;1;2;5;1;-13;1754,753182;1250;-13;1250;13;3;1754,753182;1250;4;2;2;1;2;102;0
807171;591769;202207;1;999;1;1978;43;4;43;1;0;0;1;1;1;3;1;3520;3520;2250;-13;2250;8;5;3520;2250;6;6;6;1;2;202;0
807183;567718;202207;1;999;5;2003;18;2;45;5;3;1;5;3;1;1;7;0;0;0;0;0;0;0; ; ;4;2;2;1;2;0;0
807186;562698;202207;1;999;1;1963;59;6;59;3;1;1;1;3;1;5;1;-13; ;-14;-13; ;13;14; ; ;4;4;4;1;2;0;0
807193;514883;202207;1;999;3;1996;26;3;24;6;0;1;5;2;2;2;7;1800;1800;1250;-13;1250;4;3; ; ;6;6;6;0;8;101;0
807208;571427;202207;1;999;1;1991;30;3;30;2;0;1;5;2;1;5;1;3000;3000;2250;2250;2250;6;5;7285,122655;5000;5;5;5;1;99;0;0
807223;546774;202207;2;999;1;1977;45;5;45;1;0;0;5;1;1;5;1;-13;3535,250064;2300;2300;2300;13;5;3535,250064;2300;4;4;4;1;2;0;0
807229;555773;202207;1;999;5;2003;19;2;48;4;2;1;5;3;1;4;7;0;0;0;0;0;0;0;2512,096244;1750;3;1;1;1;8;202;0
807244;596044;202207;1;999;5;1993;28;3;67;4;2;1;5;3;1;4;7;0;0;0;0;0;0;0;2600;2000;6;3;3;0;2;0;0
807247;575109;202207;2;999;1;1936;86;7;86;2;0;0;4;5;1;3;9;-13;1298,710974;1100;1100;1100;13;3;1298,710974;1100;2;2;2;1;2;0;0
807249;529939;202207;2;999;2;1900;122;7;78;2;0;1;1;2;1;4;9;-13;986,099685;870;870;870;13;2;3835,74979;3080;2;2;2;0;10; ;0
807257;527462;202207;2;999;2;1983;39;4;46;2;0;1;1;2;1;3;4;0;0;0;0;0;0;0;2600;2000;4;4;4;1;2;0;0
807260;515121;202207;2;999;1;1954;68;7;68;1;0;0;5;1;1;3;9;-13;2982,656561;2300;2300;2300;13;5;2982,656561;2300;5;5;5;1;8;0;0
807282;521487;202207;2;999;3;1980;42;4;45;2;0;1;5;2;1;1;1;-13;3558,216581;2345;2345;2345;13;5;8295,514613;5300;6;6;6;0;8; ;0
807293;507986;202207;2;999;1;1926;95;7;95;1;0;0;4;1;2;3;8;3100;3100;2660;2660;2660;7;6;3100;2660;3;3;3;1;3;0;1
807296;576556;202207;2;999;1;1948;74;7;74;1;0;0;3;1;1;2;9;-13;2485,392424;1960;1960;1960;13;4;2485,392424;1960;5;5;5;1;7;0;0
807306;598528;202207;1;1;3;1987;35;4;30;2;0;1;5;2;1;4;1;3000;3000;2300;2300;2300;6;5;7720;5550;6;6;6;1;10;0;0
