nomem_encr;nohouse_encr;wave;geslacht;gender;positie;gebjaar;leeftijd;lftdcat;lftdhhh;aantalhh;aantalki;partner;burgstat;woonvorm;woning;sted;belbezig;brutoink;brutoink_f;nettoink;netinc;nettoink_f;brutocat;nettocat;brutohh_f;nettohh_f;oplzon;oplmet;oplcat;doetmee;werving;herkomstgroep;simpc
843447;531927;202207;2;999;2;1951;71;7;74;2;0;1;1;2;1;5;9;-13;948,7795193;840;840;840;13;2;3477,467144;2830;2;2;2;0;2; ;0
843457;593643;202207;1;999;1;1950;72;7;72;2;0;1;1;2;1;2;9;2842;2842;2303;2303;2303;6;5;3965;3317;3;3;3;1;2;0;0
843460;571258;202207;2;999;2;1971;51;5;55;4;2;1;1;3;1;4;1;-13;3391,22695;2250;-13;2250;13;5; ; ;4;2;2;0;2;0;0
843461;572427;202207;2;999;1;1971;51;5;51;2;0;0;5;5;2;4;1;1665;1665;1642;1642;1642;4;4; ; ;4;4;4;1;9;0;0
843463;558532;202207;2;999;1;1980;42;4;42;1;0;0;5;1;1;1;1;5424;5424;3291;3291;3291;11;7;5424;3291;6;6;6;1;6;0;0
843466;588378;202207;1;999;1;1986;35;4;35;4;2;1;1;3;1;5;1;-13;5298,074364;3250;-13;3250;13;7;9583,197019;6000;6;6;6;1;99;0;0
843469;530645;202207;2;999;1;1977;45;5;45;1;0;0;5;1;1;1;1;-13;6772,526145;4000;4000;4000;13;8;6772,526145;4000;7;6;6;1;2;202;0
843474;559881;202207;1;999;1;1975;47;5;47;4;2;1;1;3;1;2;1;-13;3446,113913;2250;-13;2250;13;5;6667,320631;4927;2;8;1;0;10; ;0
843484;523281;202207;1;999;5;2004;18;2;48;4;2;1;5;3;2;3;7;0;0;0;0;0;0;0;5556,646702;3800;1;8;1;1;2;0;0
843502;590399;202207;2;999;1;1934;87;7;87;2;0;0;4;5;1;4;8;3200;3200;2821;2821;2821;7;6;6625;5581;3;3;3;1;3;0;0
843506;503688;202207;2;999;5;2006;16;2;48;4;2;1;5;3;1;3;14;0;0;0;0;0;0;0;7405,895817;4800;3;1;1;0;10; ;0
843524;550823;202207;2;999;2;1936;86;7;87;2;0;1;1;2;1;4;8;667;667;750;-13;750;2;2;2334;1500;1;1;1;1;1;0;0
843535;528245;202207;1;1;5;2006;16;2;48;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;5122,095339;4094;2;1;1;1;9;0;0
843536;581079;202207;2;999;5;1994;27;3;58;4;2;1;5;3;2;5;1;2400;2400;1750;-13;1750;5;4;8183;6231;6;5;5;0;2;0;0
843565;509895;202207;1;999;2;1980;41;4;40;5;3;1;1;3;1;3;1;-13;3018,542703;2035;2035;2035;13;5;6375,915597;4235;4;4;4;0;10; ;0
843585;586337;202207;1;999;5;2009;12;1;50;3;2;0;5;4;1;4;7;0;0;0;0;0;0;0;2200;1900;3;1;1;1;2; ;0
843586;504235;202207;1;999;1;1956;66;7;66;2;0;1;1;2;2;3;9;-13; ;-14;-13; ;13;14; ; ;2;2;2;0;2; ;0
843591;550524;202207;2;999;3;1977;45;5;45;2;0;1;5;2;1;3;1;-13; ;-14;-13; ;13;14; ; ;4;2;2;0;2; ;0
843592;526449;202207;1;999;5;2013;8;1;41;4;2;1;5;3;1;4;7;0;0;0;0;0;0;0;10200;7000;9;9; ;1;10; ;0
843600;546835;202207;1;999;1;1957;65;7;65;2;0;1;1;2;1;2;3;2500;2500;1700;1700;1700;5;4;3400,908888;2400;5;5;5;0;1; ;0
843602;553111;202207;1;999;1;1961;60;6;60;2;0;1;1;2;1;4;1;2500;2500;2250;-13;2250;5;5;3729;3300;4;4;4;1;9;0;0
843615;535821;202207;1;999;1;1969;52;5;52;4;2;1;1;3;1;5;1;-13;3895,647721;2500;2500;2500;13;5;3895,647721;2500;4;4;4;1;2;0;1
843616;590651;202207;1;999;1;1996;26;3;26;1;0;0;5;1;2;3;7;1300;1300;1300;1300;1300;3;3;1300;1300;6;6;6;1;9;102;0
843643;500296;202207;1;999;5;2008;14;1;47;6;4;1;5;3;1;5;7;0;0;0;0;0;0;0; ; ;9;9; ;0;6; ;0
843644;569837;202207;2;2;1;1973;49;5;49;3;2;0;4;4;2;4;10;1200;1200;1000;1000;1000;3;2;3736,363206;2750;2;2;2;1;10;0;0
843651;559720;202207;1;999;5;2001;21;2;56;3;1;1;5;3;1;5;7;-13; ;-13;-13; ;13;13; ; ;5;5;5;0;10; ;0
843653;569359;202207;2;2;2;1957;65;7;66;2;0;1;1;2;1;4;1;-13;1847,587252;1495;1495;1495;13;3;4547,587252;3295;2;2;2;1;10;0;0
843664;576733;202207;1;999;1;1959;63;6;63;2;0;1;1;2;1;4;1;5500;5500;3600;3600;3600;11;8;6500;4350;6;6;6;0;2;0;0
843682;525973;202207;2;999;5;2001;20;2;37;2;1;0;5;4;1;1;7;600;600;400;400;400;2;1;4500;3300;4;2;2;0;8; ;0
843689;583472;202207;2;2;1;1993;28;3;28;2;0;1;5;2;2;1;1;3000;3000;2100;2100;2100;6;5;5700;4100;6;6;6;1;10;102;0
843690;589069;202207;2;999;1;1989;33;3;33;2;1;0;3;4;1;2;1;-13;3006,467404;2000;2000;2000;13;4;3006,467404;2000;6;6;6;1;8;0;0
843692;539416;202207;2;999;2;1956;66;7;67;2;0;1;1;2;1;2;9;-13;837,9462705;750;-13;750;13;2;3023,592815;2500;6;5;5;1;2;0;0
843704;516015;202207;2;999;1;1964;57;6;57;1;0;0;3;1;2;5;1;-13;3357,372894;2200;2200;2200;13;5;3357,372894;2200;5;5;5;1;7;0;0
843724;508620;202207;2;999;1;1959;63;6;63;1;0;0;5;1;1;1;1;4100;4100;2500;2500;2500;9;5;4100;2500;6;6;6;1;9;0;0
843736;588219;202207;1;999;1;1954;67;7;67;3;1;1;1;3;1;3;9;-13;3661,613;2750;-13;2750;13;6;10011,613;6910;6;5;5;0;9; ;0
843739;507564;202207;1;999;5;2004;17;2;42;4;2;1;5;3;1;2;1;1000;1000;1000;1000;1000;2;2;6600;5200;4;4;4;0;10; ;0
843740;563748;202207;2;999;5;1999;22;2;60;4;3;0;5;4;1;1;1;0;0;0;0;0;0;0; ; ;3;3;3;0;8;0;0
843745;588729;202207;2;2;1;1982;40;4;40;4;2;1;5;3;2;1;1;-13;988,4016321;750;-13;750;13;2;1936,411231;1500;3;3;3;1;10;0;0
843756;504910;202207;2;999;2;1974;48;5;56;2;0;1;1;2;2;2;1;-13;2619,935086;1800;1800;1800;13;4;4616,151486;3200;4;2;2;1;2;0;1
843759;582388;202207;2;999;5;2001;21;2;64;4;2;1;5;3;1;4;1;1900;1900;1600;1600;1600;4;4;10275;8350;4;4;4;1;1;0;0
843762;585351;202207;2;999;1;1966;56;6;56;1;0;0;3;1;1;5;1;3652;3652;2620;2620;2620;8;6;3652;2620;5;5;5;1;2;0;0
843780;592767;202207;1;999;1;1962;60;6;60;3;1;1;1;3;2;3;1;1700;1700;1350;1350;1350;4;3;3200;2550;5;2;2;1;2;0;0
843781;500351;202207;1;999;1;1982;39;4;39;2;0;0;2;5;1;4;1;2000;2000;1700;1700;1700;4;4;3250;2800;5;4;4;1;9;201;0
843801;532934;202207;1;999;1;1977;45;5;45;6;4;1;1;3;1;4;1;2900;2900;2000;2000;2000;6;4;4973,98408;3550;5;5;5;0;3;0;0
843805;542183;202207;1;999;6;2000;22;2;55;6;3;1;5;3;1;4;7;0;0;0;0;0;0;0;16800;10900;6;3;3;0;8; ;0
843809;553138;202207;1;999;1;1957;65;7;65;2;0;1;1;2;1;4;9;-13;3056,963162;2350;2350;2350;13;5;6153,36304;4760;2;2;2;0;9; ;0
843814;576657;202207;1;999;1;1957;65;7;65;2;0;0;4;5;1;3;1;2200;2200;1900;1900;1900;5;4;4200;3400;4;4;4;1;7;0;0
843830;578191;202207;2;2;2;1947;75;7;76;2;0;1;1;2;1;3;9;-13;961,1991606;850;850;850;13;2;3076,36041;2550;2;2;2;1;10;0;0
843838;571466;202207;1;999;1;1984;37;4;37;2;0;1;5;2;1;5;3;-13;3974,745169;2600;2600;2600;13;6;5468,863431;3700;4;4;4;1;99;0;0
843847;547799;202207;2;999;1;1977;45;5;45;4;2;1;1;3;1;4;1;3900;3900;2750;-13;2750;8;6;8140;5500;4;4;4;1;2;0;0
843848;587028;202207;1;999;1;1953;69;7;69;3;1;1;1;3;1;3;9;8000;8000;5500;5500;5500;12;11;13200;8900;6;6;6;1;10; ;0
843849;562650;202207;1;999;5;2020;2;1;36;4;2;1;5;3;1;5;14;-13;0;0;0;0;13;0;5982,477119;4000;9;9; ;1;10; ;0
843853;508632;202207;2;999;1;1997;25;3;25;1;0;0;5;1;2;1;3;6000;6000;4000;4000;4000;11;8;6000;4000;6;6;6;1;99;0;0
843864;553372;202207;2;2;2;1951;71;7;65;2;0;1;1;2;2;3;9;1200;1200;1200;1200;1200;3;3;4184,27353;3450;4;4;4;1;10;101;0
843867;598094;202207;2;999;3;1985;36;4;35;2;0;1;5;2;1;2;1;-13;2044,667964;1450;1450;1450;13;3;7342,742328;4700;6;6;6;1;8;101;0
843869;557082;202207;2;999;1;1994;28;3;28;1;0;0;5;1;2;3;1;2500;2500;2000;2000;2000;5;4;2500;2000;5;5;5;1;99;0;0
843889;510277;202207;1;999;1;1947;75;7;75;2;0;1;1;2;2;4;9;-13;3508,796529;2650;2650;2650;13;6;4578,895908;3587;3;3;3;1;10; ;0
843890;593463;202207;1;999;1;1989;32;3;32;1;0;0;5;1;2;2;3;1400;1400;1400;1400;1400;3;3;1400;1400;5;5;5;1;99;201;0
843899;585900;202207;2;999;3;1965;57;6;59;3;1;1;5;3;1;4;1;1450;1450;1180;1180;1180;3;3;9150;6030;2;2;2;0;2;0;0
843910;518613;202207;1;999;5;2000;21;2;51;4;2;1;5;3;1;1;7;0;0;0;0;0;0;0;4800;3000;3;1;1;0;10; ;0
843915;528211;202207;2;2;1;1954;68;7;68;2;0;1;1;2;2;3;9;-13;1497,393186;1250;-13;1250;13;3;2970,937083;2500;2;2;2;1;10;0;0
843917;527694;202207;1;999;1;1950;71;7;71;2;0;1;1;2;1;4;9;3500;3500;2500;2500;2500;7;5;6500;4500;5;5;5;0;2; ;0
843945;578048;202207;2;999;2;1952;70;7;74;2;0;1;1;2;1;4;9;-13;837,9462705;750;-13;750;13;2;1689,45469;1500;4;4;4;1;2;0;0
843957;599154;202207;2;999;4;1962;59;6;35;4;1;0;1;4;2;3;8;1300;1300;750;-13;750;3;2; ; ;2;2;2;0;7;102;0
843960;590557;202207;2;999;2;1967;55;6;59;3;1;1;1;3;2;5;1;625;625;560;560;560;2;2;2475;2060;2;2;2;1;8;0;0
843972;549325;202207;1;999;3;1984;38;4;35;2;0;1;5;2;1;1;1;5800;5800;3650;3650;3650;11;8;10950;7000;6;6;6;1;7;0;0
843979;529481;202207;1;999;1;1983;39;4;39;1;0;0;5;1;2;2;1;-13;3538,823657;2302;2302;2302;13;5;3538,823657;2302;5;5;5;1;9;0;0
843980;585380;202207;1;999;1;1964;58;6;58;2;0;1;1;2;1;5;1;2000;2000;1750;1750;1750;4;4;3600;3150;5;5;5;0;10; ;0
843987;589134;202207;2;999;6;1996;25;3;22;4;0;0;5;5;1;4;7;-13;286,9920401;250;-13;250;13;1;1152,613123;1000;6;6;6;0;10; ;0
844000;518688;202207;2;999;5;2009;12;1;51;6;4;1;5;3;2;4;7;-13;0;0;0;0;13;0;3357,372894;2200;1;8;1;1;6; ;0
844013;594311;202207;2;999;5;2020;2;1;33;3;1;1;5;3;1;4;14;0;0;0;0;0;0;0;4900;3250;9;9; ;1;7; ;0
844027;581948;202207;2;999;1;1976;46;5;46;3;2;0;3;4;1;2;1;2200;2200;1800;1800;1800;5;4;2200;1800;6;6;6;1;7;0;0
844036;575222;202207;2;999;1;1960;61;6;61;2;0;0;5;5;1;2;3;-13;963,3531223;750;-13;750;13;2;1911,362722;1500;3;3;3;1;2;0;0
844042;509527;202207;2;999;3;1991;30;3;34;2;0;1;5;2;1;2;1;4502;4502;3005;3005;3005;10;7;9802;6705;6;6;6;1;99;0;0
844057;546370;202207;1;1;1;1980;42;4;42;1;0;0;5;1;2;4;12;-13;1359,034146;1020;1020;1020;13;3;1359,034146;1020;5;5;5;1;10;0;0
844058;532135;202207;2;999;2;1948;74;7;80;2;0;1;1;2;1;4;8;0;0;0;0;0;0;0;3500;2800;3;3;3;0;2; ;0
844079;542633;202207;1;999;5;2015;6;1;37;5;3;1;5;3;1;3;7;0;0;0;0;0;0;0; ; ;1;8;1;1;99; ;0
844081;557340;202207;2;999;2;1950;71;7;73;2;0;1;1;2;2;3;9;-13;837,9462705;750;750;750;13;2;3746,589933;2950;1;1;1;0;10; ;0
844082;518688;202207;1;999;1;1971;51;5;51;6;4;1;5;3;2;4;1;-13;3357,372894;2200;2200;2200;13;5;3357,372894;2200;2;2;2;1;6;0;0
844094;552770;202207;2;999;3;1987;34;3;36;4;2;1;5;3;1;3;1;2310;2310;1800;1800;1800;5;4;7310;4700;4;4;4;0;8; ;0
844096;539694;202207;1;1;1;1954;67;7;67;2;0;1;1;2;1;2;12;-13;2688,416661;2100;2100;2100;13;5;4288,416661;3405;4;4;4;1;10;101;0
844100;525857;202207;1;999;5;1984;38;4;59;7;5;1;5;3;2;3;13;-13;948,0095994;750;-13;750;13;2; ; ;3;3;3;1;2; ;0
844110;590008;202207;2;999;2;1964;58;6;62;2;0;1;1;2;1;3;1;2114;2114;1550;1550;1550;5;4;4700;3350;2;1;1;0;7; ;0
844122;532712;202207;1;999;1;1994;28;3;28;2;0;1;5;2;2;1;1;3560;3560;2670;2670;2670;8;6;7760;5470;6;6;6;1;99;0;0
844131;577108;202207;1;999;5;2006;16;2;56;5;3;1;5;3;1;5;14;0;0;0;0;0;0;0;3638;2267;9;9; ;0;2; ;0
844149;550067;202207;1;999;1;1977;45;5;45;1;0;0;5;1;2;2;8;1300;1300;1050;1050;1050;3;3;1300;1050;4;4;4;1;8;0;0
844155;523782;202207;1;999;1;1964;58;6;58;4;2;1;1;3;1;1;1;6300;6300;3900;3900;3900;11;8;10900;6900;5;5;5;1;2;0;0
844166;512455;202207;2;999;5;2006;15;2;47;4;2;1;5;3;1;4;7;-13;0;0;0;0;13;0;6930,486718;4750;7;7;1;1;10; ;0
844180;561532;202207;2;999;2;1981;40;4;39;2;0;1;1;2;1;4;1;-13; ;-14;-13; ;13;14; ; ;5;5;5;1;2;0;0
844186;552774;202207;2;999;2;1953;69;7;70;2;0;1;1;2;1;5;8;-13;1056,247741;926;926;926;13;2;3556,059012;2896;5;5;5;1;2;0;0
844206;520479;202207;1;999;1;1982;39;4;39;4;2;1;1;3;1;3;1;2900;2900;2300;2300;2300;6;5;4506;3800;4;4;4;0;10; ;0
844226;544342;202207;2;999;2;1978;43;4;40;2;0;1;1;2;2;3;1;-13;2288,379878;1600;1600;1600;13;4;5688,379878;4850;2;2;2;1;8;0;0
844232;585025;202207;1;999;1;1952;69;7;69;2;0;1;1;2;1;3;9;3500;3500;2800;2800;2800;7;6;4700;3700;5;5;5;1;3;0;0
844246;541134;202207;1;999;1;1952;70;7;70;1;0;0;3;1;2;4;9;5006;5006;3473;3473;3473;11;7;5006;3473;2;2;2;1;9;0;0
844247;517941;202207;1;999;2;1990;32;3;31;2;0;1;1;2;1;3;3;2500;2500;2000;2000;2000;5;4;4800;3900;4;4;4;0;99; ;0
844252;506180;202207;1;1;1;1980;42;4;42;3;1;1;1;3;1;1;1;10000;10000;6500;6500;6500;12;11;20000;13000;6;6;6;1;10;101;0
844253;531874;202207;2;999;7;2001;21;2;22;2;0;0;5;5;2;3;1;-13;1726,804868;1250;-13;1250;13;3;4526,804868;3350;3;3;3;0;99;0;0
844256;575109;202207;1;999;9;1928;94;7;86;2;0;0;1;5;1;3;9;0;0;0;0;0;0;0;1298,710974;1100;3;3;3;0;2;0;0
844260;559244;202207;1;999;2;1982;40;4;35;5;3;1;1;3;1;4;3;1200;1200;1000;1000;1000;3;2;5170;3800;4;4;4;1;9;0;0
844262;512295;202207;1;999;5;2010;12;1;36;3;1;1;5;3;1;4;7;0;0;0;0;0;0;0;7319,829641;4800;1;7;1;1;8; ;0
844271;552435;202207;2;999;2;1953;69;7;70;2;0;1;1;2;1;4;9;-13;837,9462705;750;-13;750;13;2;2335,339456;2000;3;7;1;0;2;0;0
844311;575726;202207;2;999;1;1963;59;6;59;1;0;0;5;1;2;2;10;-13;2661,402544;1840;1840;1840;13;4;2661,402544;1840;4;4;4;1;2;0;0
844314;563754;202207;1;999;1;1939;82;7;82;2;0;1;1;2;1;4;9;-13;3131,560899;2400;2400;2400;13;5;4409,587036;3500;2;2;2;1;1;0;1
844323;505960;202207;2;999;2;1961;60;6;58;2;0;1;1;2;1;1;10;-13;2472,085572;1750;-13;1750;13;4;6826,56288;4500;7;3;3;0;7;0;0
844339;560556;202207;2;999;5;2006;15;2;42;7;5;1;5;3;1;4;7;-13;0;0;0;0;13;0;6596,9225;4750;2;8;1;1;10; ;0
844341;594091;202207;2;999;5;2019;2;1;36;6;4;1;5;3;2;5;14;-13;0;0;0;0;13;0;2536,363206;1750;9;9; ;1;7; ;0
844351;508453;202207;2;999;5;1999;22;2;59;3;1;1;5;3;1;3;1;-13;2536,363206;1750;-13;1750;13;4;8736,363206;6050;6;6;6;1;2;0;0
844357;581924;202207;1;999;5;2003;19;2;48;5;3;1;5;3;2;4;7;0;0;0;0;0;0;0;2750;2250;7;7;1;0;2;202;0
844360;589031;202207;2;999;9;1960;62;6;66;2;0;0;4;5;1;2;13;0;0;0;0;0;0;0;1950;1750;2;2;2;0;3; ;0
844366;559347;202207;2;999;5;2003;19;2;48;5;3;1;5;3;1;3;7;1400;1400;1300;1300;1300;3;3;8200;6300;2;2;2;0;3; ;0
844370;597397;202207;2;999;5;2008;14;1;48;5;3;1;5;3;1;4;7;0;0;0;0;0;0;0;8327,150527;5500;3;1;1;1;10; ;0
844387;526748;202207;2;999;1;1993;28;3;28;2;0;1;5;2;1;5;1;2436;2436;2000;2000;2000;5;4;3384,009599;2750;6;6;6;1;2;0;0
844390;589764;202207;2;999;2;1936;85;7;81;2;0;1;1;2;1;4;9;750;750;707;707;707;2;2;2110;1877;2;2;2;1;2;0;0
844393;534591;202207;2;999;1;1954;67;7;67;2;0;0;4;5;1;4;9;-13;3738,421193;2800;2800;2800;13;6;6895,274412;5251;5;5;5;1;2;0;0
844396;581393;202207;1;999;1;1973;48;5;48;1;0;0;5;1;1;5;1;3375;3375;2500;2500;2500;7;5;3375;2500;4;4;4;1;6;0;0
844403;586703;202207;2;999;1;1995;27;3;27;1;0;0;5;1;2;3;1;1880;1880;1750;1750;1750;4;4;1880;1750;6;6;6;1;99; ;0
844406;562060;202207;2;999;3;1972;50;5;51;3;1;1;5;3;1;3;1;2300;2300;1800;1800;1800;5;4;8600;5900;3;3;3;1;2;0;0
844412;548348;202207;1;999;1;1953;69;7;69;2;0;1;1;2;1;2;9;-13;3624,839265;2726;2726;2726;13;6;4587,281518;3577;5;5;5;1;2;0;0
844425;591515;202207;2;999;1;1985;36;4;36;1;0;0;5;1;1;2;1;4300;4300;3250;-13;3250;9;7;4300;3250;6;6;6;1;9;202;0
844436;547274;202207;2;999;2;1971;50;5;59;2;0;1;1;2;1;5;1;3800;3800;2270;2270;2270;8;5;8901;5256;5;5;5;0;1;0;0
844441;573644;202207;2;999;1;1979;43;4;43;3;1;1;3;3;2;4;1;-13;4078,094024;2600;2600;2600;13;6;6042,516276;4000;6;6;6;0;9; ;0
844445;589517;202207;2;999;1;1974;48;5;48;1;0;0;3;1;1;3;1;3018;3018;2300;2300;2300;7;5;3018;2300;4;4;4;1;8;102;0
844466;534150;202207;2;999;1;1986;36;4;36;1;0;0;5;1;1; ;1;-13; ;-14;-13; ;13;14; ; ;6;6;6;1;9;0;0
844467;504000;202207;1;999;1;1958;63;6;63;3;0;1;5;2;2;1;1;2500;2500;2000;2000;2000;5;4;3410;2910;3;3;3;1;2;0;0
844469;596850;202207;1;999;5;2001;20;2;54;6;4;1;5;3;1;2;1;-13;1726,804868;1250;-13;1250;13;3; ; ;4;4;4;0;10; ;0
844491;570910;202207;1;999;2;1966;56;6;57;3;1;1;1;3;1;5;1;4200;4200;2830;2830;2830;9;6;9598,009599;6530;6;4;4;1;2;0;0
844498;527671;202207;2;2;1;1984;38;4;38;1;0;0;5;1;1;3;1;-13; ;-14;-13; ;13;14; ; ;3;3;3;1;10;101;0
844503;548629;202207;2;999;2;1963;59;6;56;3;1;1;1;3;1;5;1;-13;1964,422251;1400;1400;1400;13;3;9622,798886;6350;4;4;4;1;2;0;0
844522;514596;202207;2;999;2;1948;73;7;76;2;0;1;1;2;1;4;9;-13;1012,332166;891;891;891;13;2;2069,071135;1804;2;7;1;1;8;0;0
844524;588219;202207;2;999;2;1964;57;6;67;3;1;1;1;3;1;3;1;6350;6350;4160;4160;4160;11;9;10011,613;6910;6;5;5;0;9;102;0
844526;569185;202207;2;999;2;1952;70;7;72;2;0;1;1;2;1;2;9;1200;1200;1000;1000;1000;3;2;4200;3400;4;4;4;1;9;0;0
844543;520571;202207;1;999;5;1999;22;2;63;2;1;0;5;4;1;2;1;2300;2300;2100;2100;2100;5;5;5238;4200;7;2;2;0;2; ;0
844544;510233;202207;2;999;5;2007;14;1;69;5;3;1;5;3;2;2;7;0;0;0;0;0;0;0;3500;2400;2;1;1;1;10; ;0
844550;555167;202207;1;999;5;2011;11;1;47;4;2;1;5;3;1;1;7;0;0;0;0;0;0;0; ; ;1;8;1;1;9; ;0
844551;564161;202207;2;999;2;1991;31;3;33;2;0;1;1;2;1;5;1;-13;3391,22695;2250;-13;2250;13;5;6391,22695;4750;5;4;4;0;99; ;0
844556;579242;202207;1;999;1;1952;69;7;69;2;0;1;1;2;1;2;9;-13;2834,931533;2200;2200;2200;13;5;5793,514314;4200;5;5;5;0;10; ;0
844573;508078;202207;2;999;3;1989;33;3;37;3;1;1;5;3;1;4;3;-13;0;0;0;0;13;0;5298,074364;3250;6;6;6;1;7;202;0
844595;538439;202207;1;999;1;1970;52;5;52;2;1;0;1;4;1;5;1;8250;8250;4000;4000;4000;12;8;10650;6400;5;5;5;0;8;0;0
844623;567790;202207;1;1;1;1951;71;7;71;2;0;1;1;2;1;5;9;2000;2000;1500;1500;1500;4;3;2850;2350;2;2;2;1;10;0;0
844627;536316;202207;1;999;1;1989;33;3;33;1;0;0;5;1;2;1;7;2300;2300;1366;1366;1366;5;3;2300;1366;6;6;6;1;9;102;0
844638;570983;202207;2;999;2;1967;54;5;56;5;3;1;1;3;1;4;1;2000;2000;1600;1600;1600;4;4;11350;8850;5;5;5;1;2;0;0
844648;553182;202207;2;999;2;1954;68;7;71;2;0;1;1;2;1;5;2;2500;2500;2000;2000;2000;5;4;7000;4750;4;4;4;0;9; ;0
844655;517685;202207;2;999;1;1945;76;7;76;2;0;0;4;5;1;5;9;-13;3954,87426;2940;2940;2940;13;6;3954,87426;2940;5;5;5;1;8;0;0
844671;515359;202207;2;999;3;1985;37;4;38;2;0;1;5;2;1;4;1;4936;4936;2950;2950;2950;10;6;7236;4900;6;6;6;1;99;0;0
844681;502930;202207;2;2;1;1976;46;5;46;4;2;1;1;3;1;4;1;-13;2577,414211;1750;-13;1750;13;4;6263,095389;4250;5;5;5;1;10;0;0
844687;584750;202207;1;1;1;1995;27;3;27;3;1;1;1;3;1;5;1;3617;3617;2597;2597;2597;8;6;5209;3953;5;5;5;1;10;0;0
844689;500564;202207;1;999;5;2009;13;1;58;8;6;1;5;3;1;5;7;0;0;0;0;0;0;0; ; ;1;8;1;1;2; ;0
844702;513960;202207;2;999;1;1992;29;3;29;3;1;1;5;3;1;2;1;2190;2190;1953;1953;1953;5;4;4726,363206;3703;5;5;5;1;99;0;0
844709;504268;202207;1;999;1;1960;62;6;62;4;2;1;1;3;2;4;1;-13;3446,113913;2250;-13;2250;13;5;5233,105953;3800;2;2;2;0;10; ;0
844757;505145;202207;2;999;1;1998;24;2;24;1;0;0;5;1;2;1;7;-13;291,6370025;250;-13;250;13;1;291,6370025;250;6;6;6;1;99;0;0
844769;515734;202207;1;999;1;1946;76;7;76;2;0;1;1;2;1;4;9;-13;3243,995668;2475;2475;2475;13;5;4206,43792;3326;5;5;5;1;6;0;0
844771;543809;202207;1;999;5;2016;6;1;38;6;4;1;5;3;2;1;7;0;0;0;0;0;0;0;5262,659807;3594;1;8;1;1;10; ;0
844772;502362;202207;1;999;5;1999;23;2;59;4;2;1;5;3;2;3;1;-13;1648,677616;1200;1200;1200;13;3;4985,361462;3566;4;2;2;1;7;0;0
844781;579598;202207;1;999;5;2015;7;1;42;6;4;1;5;3;1;4;7;0;0;0;0;0;0;0;9500;5800;9;9; ;1;6; ;0
844784;589776;202207;1;999;1;1980;42;4;42;2;0;1;1;2;1;1;1;-13;3895,647721;2500;2500;2500;13;5;7729,248661;5000;7;5;5;1;7;0;0
844789;518694;202207;1;999;1;1985;37;4;37;5;3;1;1;3;1;4;1;2924;2924;2188;2188;2188;6;5;4047;3212;4;4;4;1;9;0;0
844813;579696;202207;1;999;1;1978;44;4;44;4;2;1;5;3;1;5;3;-13;4244,124226;2750;-13;2750;13;6;5694,124226;3900;4;4;4;1;9;0;0
844814;507227;202207;2;999;5;2014;8;1;45;5;3;1;5;3;1;5;7;0;0;0;0;0;0;0;5635,492936;3500;1;8;1;1;10; ;0
844819;598065;202207;1;999;3;1991;31;3;31;2;0;1;5;2;2;1;1;3200;3200;2300;2300;2300;7;5;6450;4650;6;6;6;0;99; ;0
844822;582349;202207;2;999;1;1993;29;3;29;1;0;0;5;1;2;1;1;4100;4100;2750;-13;2750;9;6;4100;2750;6;6;6;1;9;101;0
844823;599271;202207;1;999;1;1967;54;5;54;4;2;1;1;3;1;5;1;-13;4354,477309;2750;-13;2750;13;6;8196,488789;5550;4;4;4;0;9; ;0
844825;579604;202207;1;999;2;1974;48;5;42;5;3;1;1;3;2;3;1;3400;3400;2400;2400;2400;7;5;5799;4200;6;5;5;1;9;102;0
844827;540838;202207;2;999;5;2005;16;2;51;3;1;1;5;3;1;1;7;0;0;0;0;0;0;0;7729,361448;5000;4;2;2;1;2;0;0
844830;576126;202207;2;999;1;1960;61;6;61;1;0;0;3;1;2;2;1;-13;2325,417276;1600;1600;1600;13;4;2325,417276;1600;4;4;4;1;99;201;0
844839;554214;202207;1;999;1;1980;41;4;41;3;1;1;5;3;1;4;1;-13;4354,477309;2750;-13;2750;13;6;6890,840514;4500;5;5;5;1;2;0;0
844877;527890;202207;1;999;5;2021;1;1;34;3;1;1;5;3;1;1;14;0;0;0;0;0;0;0;8700;5500;9;9; ;1;9; ;0
844879;563507;202207;2;999;1;1955;66;7;66;1;0;0;3;1;2;4;9;2400;2400;1950;1950;1950;5;4;2400;1950;4;4;4;1;1;0;0
844887;550519;202207;1;1;1;1988;33;3;33;2;0;1;1;2;1;4;1;3800;3800;3175;3175;3175;8;7;7191,22695;5425;2;2;2;1;10;0;0
844890;577884;202207;1;999;5;2004;17;2;49;4;2;1;5;3;1;5;7;-13;0;0;0;0;13;0; ; ;4;2;2;0;9;0;0
844893;585950;202207;2;999;1;1965;57;6;57;1;0;0;3;1;1;1;1;3000;3000;1800;1800;1800;6;4;3000;1800;4;4;4;1;9;0;0
844906;550918;202207;1;999;1;1958;64;6;64;2;0;1;1;2;1;1;3;500;500;500;500;500;1;1;4000;3300;3;3;3;1;6;0;0
844913;590578;202207;1;999;1;1990;32;3;32;1;0;0;5;1;1;5;1;2400;2400;2200;2200;2200;5;5;2400;2200;4;4;4;1;9;0;1
844921;525192;202207;1;999;1;1977;45;5;45;2;0;1;1;2;1;2;1;4500;4500;2700;2700;2700;9;6;7500;4800;5;5;5;1;2;0;0
